SRR5755588	SRR5755589	SRR5755590	SRR5755591	SRR5755592	SRR5755593
2010300C02Rik	120	123	80	201	168	190
2010300F17Rik	0	0	0	0	0	0
2010305A19Rik	976	923	641	1288	1343	1270
2010317E24Rik	2127	2374	1380	3251	3395	3440
2010320O07Rik	12	4	6	4	2	0
2010321M09Rik	4802	4704	3236	4618	4127	4517
2200002D01Rik	2	6	1	1	3	2
2200002J24Rik	1	0	0	0	0	1
2200002K05Rik	1	1	1	7	1	3
2210008F06Rik	61	86	58	54	41	54
2210009G21Rik	1648	1403	1031	1008	1056	1075
2210010C04Rik	0	0	0	0	0	0
2210010C17Rik	1	1	0	0	0	1
2210011C24Rik	2	3	1	1	1	1
2210012G02Rik	1107	1043	750	596	516	640
2210013O21Rik	1483	1502	1018	965	1056	1024
2210015D19Rik	887	977	672	1220	1159	1291
2210016F16Rik	58	41	29	49	49	43
2210016L21Rik	2018	2206	1551	1400	1383	1379
2210018M11Rik	3103	2583	1971	2912	2684	3155
2210019I11Rik	0	0	0	0	0	0
2210020M01Rik	6	4	1	0	1	4
2210021J22Rik	573	623	394	471	533	533
2210403K04Rik	144	199	128	101	110	138
2210404J11Rik	427	538	287	397	403	448
2210404O07Rik	9	2	3	1	1	6
2210404O09Rik	518	493	290	163	223	214
2210406O10Rik	63	65	28	20	26	7
2210407C18Rik	0	0	0	0	0	0
2210408F21Rik	0	0	5	1	2	3
2210408I21Rik	669	561	459	424	413	477
2210409E12Rik	0	0	0	0	0	0
2210411K11Rik	66	63	40	116	96	145
2210411M09Rik	1	2	0	0	0	1
2210414B05Rik	1	1	1	1	1	1
2210415F13Rik	0	0	0	0	0	0
2210416O15Rik	130	168	109	60	54	89
2210417A02Rik	0	0	0	0	0	0
2210417K05Rik	57	70	51	25	18	20
2210418O10Rik	2	1	0	3	3	3
2300002M23Rik	0	0	1	0	0	0
2300003K06Rik	0	0	0	0	0	0
2300005B03Rik	0	0	0	0	0	0
2300009A05Rik	295	299	208	308	310	269
2310001A20Rik	4277	4385	2894	3388	3394	3538
2310001H17Rik	38	38	24	4	10	5
2310001H18Rik	0	0	0	0	0	0
2310001K24Rik	0	0	0	0	0	0
2310002F09Rik	0	0	0	1	0	1
2310002J15Rik	0	0	0	0	0	0
2310002L09Rik	0	0	0	0	1	0
2310002L13Rik	0	0	0	0	0	0
2310003C23Rik	3188	3309	2126	3125	3143	3290
2310003F16Rik	162	173	115	142	125	148
2310003H01Rik	1880	1962	1361	2431	2566	2484
2310003L06Rik	0	0	0	0	0	0
2310003L22Rik	1242	1339	871	1627	1706	1742
2310004I24Rik	885	939	602	598	559	636
2310004N24Rik	2234	2521	1573	1831	1974	2031
2310005A03Rik	0	0	0	0	0	0
2310005G13Rik	1	0	0	1	0	2
2310006M14Rik	50	59	42	2	6	12
2310007B03Rik	0	0	0	0	0	0
2310007L24Rik	0	0	0	0	0	0
2310008H04Rik	2096	2148	1460	3206	3440	3281
2310008H09Rik	5308	5542	3724	8426	8574	8529
2310009B15Rik	605	646	315	554	473	561
2310010G23Rik	0	0	0	0	0	0
2310010J17Rik	90	53	49	40	49	45
2310010M20Rik	0	1	1	0	2	2
2310011J03Rik	2268	2474	1664	2319	2498	2345
2310014F06Rik	27	13	11	19	19	20
2310014H01Rik	2354	2276	1547	3388	3381	3481
2310014L17Rik	72	37	6	108	84	122
2310015A10Rik	494	510	313	193	211	202
2310015B20Rik	2	10	7	1	0	2
2310016C08Rik	1002	1132	717	805	841	777
2310016D23Rik	0	0	0	0	0	1
2310016G11Rik	3	15	7	7	5	2
2310016M24Rik	2705	2965	1948	2542	2765	2576
2310021P13Rik	9462	9211	5582	7479	6759	7813
2310022A10Rik	1245	1254	865	1512	1373	1535
2310022B05Rik	32271	31816	20955	3633	3657	3895
2310026I22Rik	0	0	0	0	0	0
2310026L22Rik	47	27	25	32	28	24
2310028H24Rik	3221	3406	2217	2342	2228	2446
2310028O11Rik	6208	6739	4489	7908	8443	8386
2310030G06Rik	0	0	1	0	0	0
2310030N02Rik	455	526	305	854	820	854
2310031A07Rik	18	2	14	10	5	10
2310033E01Rik	2	1	1	4	0	0
2310033P09Rik	865	896	508	907	929	949
2310034C09Rik	0	0	0	0	0	0
2310035C23Rik	2678	2649	1653	2759	2676	2903
2310035K24Rik	1124	1183	816	800	786	754
2310036O22Rik	4029	4620	2805	5003	5078	5434
2310037I24Rik	2778	3092	1957	3520	3639	3595
2310039H08Rik	621	629	447	617	620	623
2310040G07Rik	46	42	25	1	0	5
2310042D19Rik	146	128	69	53	40	78
2310042E22Rik	0	1	0	0	0	0
2310043D23Rik	1	3	1	1	0	5
2310043J07Rik	0	0	0	0	0	0
2310043M15Rik	11	9	2	2	0	1
2310044G17Rik	2990	2719	1966	4322	4170	4605
2310044H10Rik	18137	19691	12346	16258	16762	16505
2310044K18Rik	1	0	1	0	1	0
2310045N01Rik	1380	1487	894	891	895	941
2310046A06Rik	3	12	12	41	59	77
2310046K01Rik	0	0	0	1	1	1
2310046O06Rik	1253	1443	941	1474	1590	1684
2310047B19Rik	851	889	624	777	765	861
2310047M10Rik	625	642	414	505	607	513
2310050B05Rik	1	8	2	3	4	4
2310050C09Rik	0	0	0	0	0	0
2310057J18Rik	0	2	0	0	0	0
2310057M21Rik	425	397	280	622	593	635
2310057N15Rik	0	0	0	0	0	0
2310058D17Rik	121	163	75	78	76	66
2310061C15Rik	1043	1183	766	1570	1755	1632
2310061I04Rik	1212	1361	828	1962	2100	1979
2310061N02Rik	0	0	0	0	0	0
2310065F04Rik	0	0	0	0	0	0
2310067B10Rik	8230	8459	5756	6340	5897	6188
2310069G16Rik	8	9	2	24	11	31
2310075C17Rik	0	0	0	0	0	0
2310079F23Rik	393	435	263	416	444	500
2310079G19Rik	0	0	0	0	0	0
2310081O03Rik	2	0	3	0	1	1
2400001E08Rik	6095	6448	4320	6225	6345	6378
2400003C14Rik	8507	8904	5817	5908	5935	6683
2400009B08Rik	33	51	41	26	30	23
2410001C21Rik	5260	5730	3741	3864	3748	3940
2410002F23Rik	2938	3130	1945	3701	3818	4229
2410002I01Rik	907	908	608	842	819	1001
2410002O22Rik	4676	4453	2951	5074	5186	5070
2410003K15Rik	1044	1117	804	1115	1111	1092
2410003L11Rik	0	0	0	0	0	0
2410004A20Rik	0	0	0	0	0	0
2410004B18Rik	1295	1449	749	1655	1761	1764
2410004I01Rik	2	1	0	1	0	0
2410004N09Rik	621	679	419	445	470	493
2410004P03Rik	2	12	3	0	2	8
2410006H16Rik	3045	3441	2167	2499	2628	2594
2410012M07Rik	0	0	0	0	0	0
2410015M20Rik	2690	3019	1861	2465	2624	2523
2410016O06Rik	846	839	656	1683	1661	1643
2410017I17Rik	0	0	0	1	0	0
2410017P09Rik	344	377	272	421	472	485
2410018L13Rik	23	12	27	21	22	14
2410018M08Rik	116	145	72	95	89	120
2410019O14Rik	3	0	0	0	2	0
2410022L05Rik	1134	1151	783	1497	1518	1534
2410024N13Rik	0	0	0	0	0	0
2410042D21Rik	1937	1778	1322	2711	2739	2965
2410057H14Rik	0	0	0	0	0	0
2410066E13Rik	1168	1086	723	264	322	330
2410075B13Rik	314	344	198	167	197	242
2410076I21Rik	4	5	1	7	12	14
2410080I02Rik	0	0	0	0	0	0
2410089E03Rik	2978	2775	1867	2589	2308	2792
2410091C18Rik	1404	1442	915	1181	1222	1290
2410114N07Rik	0	0	0	0	0	0
2410124H12Rik	0	0	0	1	0	0
2410127L17Rik	388	322	216	675	671	562
2410131K14Rik	2632	2574	1741	2412	2433	2601
2410133F24Rik	12	20	3	7	14	12
2410137F16Rik	0	0	0	0	1	0
2410137M14Rik	2	1	2	0	1	0
2410141K09Rik	0	0	0	0	0	0
2410152P15Rik	0	0	0	0	0	0
2500002B13Rik	217	190	140	234	249	168
2500003M10Rik	16914	16856	11165	15852	15532	16725
2500004C02Rik	411	444	348	410	320	416
2510002D24Rik	108	135	53	33	37	41
2510003D18Rik	0	0	0	1	1	0
2510003E04Rik	6264	6372	4217	4099	3982	4164
2510006D16Rik	5913	6083	3942	5541	5811	5950
2510009E07Rik	12143	11550	7888	9342	9128	9597
2510012J08Rik	2419	2578	1537	3800	3621	3829
2510039O18Rik	3220	3479	2241	3158	3279	3296
2510046G10Rik	33	27	18	15	24	14
2510049J12Rik	31	16	5	4	15	16
2600006K01Rik	14	11	6	2	2	2
2610001J05Rik	4546	4881	3034	3660	3643	3724
2610002D18Rik	192	194	156	664	744	688
2610002I17Rik	1332	1404	901	1579	1762	1771
2610002J02Rik	2101	2257	1465	1657	1805	1623
2610002M06Rik	1850	1539	1038	1556	1509	1586
2610005L07Rik	1107	1023	757	831	825	1028
2610008E11Rik	4507	4292	2662	1750	1772	1890
2610015P09Rik	564	609	414	435	435	430
2610017I09Rik	2552	2642	1690	1933	1871	2041
2610018G03Rik	7	15	5	82	57	87
2610019F03Rik	46	40	37	13	16	24
2610020C07Rik	80	77	60	95	85	101
2610020F03Rik	0	0	0	0	0	0
2610020H08Rik	459	495	335	549	667	582
2610021A01Rik	983	907	643	1464	1516	1539
2610021K21Rik	566	588	418	582	625	637
2610024D14Rik	1	0	0	1	0	0
2610024G14Rik	2287	2429	1562	3360	3310	3446
2610027K06Rik	1	1	1	0	1	1
2610027L16Rik	2988	2941	2039	4619	4562	4637
2610028E06Rik	3	9	4	0	0	0
2610028H24Rik	2	4	2	0	0	1
2610029G23Rik	2100	2323	1550	4093	4147	4159
2610029I01Rik	938	969	718	610	601	609
2610034B18Rik	1846	1893	1258	1948	1992	2117
2610034M16Rik	153	166	74	33	37	30
2610035D17Rik	1557	1782	1125	571	594	662
2610035F20Rik	13	11	3	2	11	18
2610036A22Rik	82	61	36	51	57	46
2610037D02Rik	20	9	2	7	3	6
2610039C10Rik	862	949	650	1816	1931	1933
2610042L04Rik	2	8	8	4	10	6
2610044O15Rik	157	163	99	73	99	109
2610101N10Rik	9886	9348	6322	10965	10394	11554
2610109H07Rik	24877	24494	16103	1661	1755	1615
2610203C20Rik	3311	3698	2210	777	812	1282
2610203C22Rik	80	93	37	198	203	172
2610204G07Rik	0	0	1	0	0	0
2610204G22Rik	36	72	44	30	16	19
2610206C17Rik	97	105	82	85	97	81
2610301B20Rik	4542	4462	2808	3400	3295	3428
2610301G19Rik	10934	11420	7485	9759	9183	10099
2610303G11Rik	0	0	0	0	0	0
2610305D13Rik	845	885	540	778	845	900
2610307P16Rik	65	51	29	36	41	48
2610316D01Rik	744	843	577	592	611	643
2610318N02Rik	281	307	228	461	480	475
2610507B11Rik	28599	27080	18893	42564	43095	45328
2610507I01Rik	219	196	158	161	148	162
2610524H06Rik	640	655	381	560	511	551
2610528B01Rik	22	28	11	23	51	60
2610528E23Rik	561	668	434	1184	1095	1307
2610528J11Rik	0	0	0	0	0	0
2700007P21Rik	4131	3950	2606	3446	3365	3724
2700012I20Rik	34	31	27	38	16	25
2700016F22Rik	1	2	1	0	2	0
2700023E23Rik	164	217	114	200	249	268
2700029M09Rik	3015	3012	1976	4849	4908	4926
2700033N17Rik	138	124	85	97	99	113
2700038G22Rik	112	102	103	317	298	386
2700046A07Rik	23	18	13	1	1	1
2700046G09Rik	151	186	106	61	84	59
2700049A03Rik	1695	1585	1067	1759	1562	1700
2700050L05Rik	1728	1690	1189	2440	2254	2463
2700060E02Rik	9418	10118	6498	8032	8535	8297
2700062C07Rik	375	436	300	440	374	395
2700068H02Rik	0	1	0	1	1	3
2700069I18Rik	14	3	3	1	0	9
2700073G19Rik	1	4	5	6	2	18
2700078E11Rik	7755	7294	4893	7327	7427	7757
2700081L22Rik	35	39	28	18	22	32
2700081O15Rik	5333	5554	3455	3942	3943	4464
2700086A05Rik	136	162	94	7	24	16
2700089E24Rik	6987	6902	4525	5498	5535	5462
2700094K13Rik	6412	7211	4595	9877	10312	9752
2700097O09Rik	434	446	286	437	551	510
2810001G20Rik	610	623	470	416	387	495
2810002D19Rik	509	468	336	395	366	396
2810002N01Rik	2074	2249	1435	1657	1691	1798
2810004N23Rik	1903	1764	1156	2715	2703	2583
2810006K23Rik	1701	1916	1208	1851	2045	1954
2810007J24Rik	0	0	0	0	0	0
2810008D09Rik	192	251	143	318	275	369
2810008M24Rik	7014	6841	4669	5379	5569	5561
2810011L19Rik	7	1	0	0	1	3
2810021B07Rik	1361	1440	851	1158	1170	1090
2810021J22Rik	1001	942	632	425	376	392
2810025M15Rik	4123	4691	3074	7515	8074	7924
2810029C07Rik	408	372	256	138	125	132
2810030E01Rik	1047	1079	701	933	753	878
2810032G03Rik	2	0	1	0	0	4
2810046L04Rik	4635	4799	3023	3398	2849	3229
2810055F11Rik	494	508	339	543	516	514
2810055G20Rik	260	339	148	80	117	163
2810403A07Rik	3571	3647	2436	4830	4809	5550
2810403D21Rik	234	232	171	97	104	109
2810404F17Rik	0	0	0	0	0	0
2810405K02Rik	235	333	156	162	141	129
2810407A14Rik	0	0	0	0	1	0
2810407C02Rik	22877	21500	14613	21327	22070	22420
2810408A11Rik	706	805	500	292	288	298
2810408I11Rik	104	129	89	400	403	365
2810408M09Rik	1330	1440	947	1458	1591	1631
2810410L24Rik	660	684	413	341	315	408
2810417H13Rik	4029	4253	3031	11641	11716	11930
2810422J05Rik	3337	3316	2218	2361	2586	2448
2810422O20Rik	447	381	293	415	364	468
2810425M01Rik	1	1	0	0	2	1
2810428I15Rik	2445	2854	1684	1946	2156	2082
2810429I04Rik	30	28	26	144	130	120
2810430I11Rik	0	1	1	2	0	4
2810432D09Rik	1719	1988	1254	1767	1915	1740
2810432L12Rik	2442	2469	1706	1761	1901	1956
2810433D01Rik	0	0	0	0	5	0
2810442I21Rik	403	424	276	602	618	624
2810442N19Rik	20	20	22	1	7	7
2810453I06Rik	2640	2560	1825	2435	2385	2556
2810455O05Rik	112	104	59	140	105	94
2810459M11Rik	19430	19934	13001	6892	7295	7246
2810468N07Rik	4710	4978	3212	1496	1415	1491
2810471M01Rik	0	0	0	0	0	0
2810474O19Rik	1987	1821	1298	1312	1426	1541
2810488G03Rik	309	296	173	109	142	135
2900002K06Rik	25	27	13	19	14	18
2900005J15Rik	23	19	24	20	17	34
2900006K08Rik	127	120	85	149	147	147
2900008C10Rik	15	14	7	11	17	9
2900010M23Rik	3374	3962	2445	4767	5187	4788
2900011O08Rik	2002	1924	1317	4234	4071	4295
2900026A02Rik	1236	1153	781	1289	1153	1281
2900041M22Rik	0	0	0	0	0	0
2900052L18Rik	166	151	100	63	68	107
2900053A13Rik	645	704	458	423	497	558
2900053O20Rik	116	123	77	19	21	11
2900055J20Rik	0	0	0	0	0	0
2900056M20Rik	56	76	62	55	45	34
2900060B14Rik	0	0	0	0	1	1
2900064A13Rik	4422	4381	3000	4580	4753	4840
2900072N19Rik	1	1	1	2	2	5
2900073G15Rik	5430	5855	3704	10266	10666	10510
2900076A07Rik	237	248	153	158	167	196
2900079G21Rik	2	1	0	0	0	0
2900089D17Rik	24	12	8	7	12	13
2900092C05Rik	0	0	0	1	1	0
2900092E17Rik	1174	1298	796	1542	1614	1642
2900093L17Rik	2	2	0	0	3	0
2900097C17Rik	79	70	67	64	75	78
3000002C10Rik	139	138	88	131	173	180
3010001F23Rik	102	104	64	37	37	47
3010003L10Rik	1	1	2	4	4	8
3010003L21Rik	72	96	59	70	62	93
3010026O09Rik	286	263	189	246	209	222
3010027C24Rik	2	0	0	1	1	0
3100002H09Rik	0	0	0	2	0	0
3100003L05Rik	19	17	6	15	13	5
3110001D03Rik	2168	2540	1469	1849	1852	1833
3110001I22Rik	327	288	200	201	262	229
3110002H16Rik	1317	1388	888	1422	1539	1488
3110003A17Rik	741	760	503	1015	962	1024
3110004A20Rik	0	0	0	0	0	0
3110007F17Rik	311	289	225	193	221	232
3110009E18Rik	154	162	91	151	164	193
3110018I06Rik	0	0	0	0	0	0
3110021A11Rik	8	10	6	5	5	3
3110035E14Rik	2793	2668	1790	654	601	628
3110039M20Rik	36	22	20	87	109	114
3110040N11Rik	634	609	396	505	581	567
3110043A19Rik	45	51	27	85	75	95
3110043O21Rik	1705	1520	1104	1327	1419	1354
3110045C21Rik	100	91	82	115	119	138
3110047P20Rik	31	48	26	6	4	4
3110052M02Rik	162	120	77	79	92	81
3110053B16Rik	263	257	201	196	180	197
3110056K07Rik	208	187	115	180	132	226
3110056O03Rik	3588	3869	2460	6591	6916	7074
3110057O12Rik	1675	1601	1055	1032	1059	1011
3110062M04Rik	286	333	210	228	205	278
3110067C02Rik	2	23	5	5	4	6
3110070M22Rik	94	121	85	83	77	77
3110079O15Rik	1	1	1	0	0	0
3110082D06Rik	0	0	0	4	5	1
3110082I17Rik	423	478	318	1458	1596	1572
3110082J24Rik	399	432	273	339	352	360
3110083C13Rik	23	34	24	7	12	23
3110099E03Rik	14	25	11	10	6	5
3200002M19Rik	613	758	435	1078	986	1056
3222401L13Rik	246	238	171	164	194	197
3230401D17Rik	321	302	214	329	349	367
3300002A11Rik	0	0	0	1	0	0
3300002I08Rik	225	166	130	104	105	99
3425401B19Rik	0	0	0	0	0	0
3632451O06Rik	3687	3345	2514	3158	3708	3351
3632454L22Rik	1	2	0	0	3	3
3830403N18Rik	0	0	0	0	0	0
3830406C13Rik	1410	1403	911	975	919	957
3830408C21Rik	14	26	17	18	13	25
3830417A13Rik	0	0	0	0	0	0
3830431G21Rik	83	84	56	30	32	22
3930402G23Rik	17	25	10	219	228	249
4430402I18Rik	223	187	139	47	59	58
4631405J19Rik	1	0	1	0	1	0
4631405K08Rik	0	0	0	0	0	0
4632404H12Rik	310	340	239	216	190	214
4632411B12Rik	3477	3507	2391	4028	4007	4265
4632411P08Rik	6	5	8	1	2	1
4632415K11Rik	1173	1278	809	747	804	827
4632415L05Rik	660	558	383	484	516	533
4632419I22Rik	5987	5928	4065	8162	7988	8492
4632427E13Rik	112	110	87	47	61	126
4632428C04Rik	7	1	5	6	10	11
4632428N05Rik	127	138	75	12	20	27
4632433K11Rik	27	26	15	16	14	18
4632434I11Rik	614	631	465	1701	1642	1856
4731417B20Rik	0	0	0	0	0	0
4731419I09Rik	3	3	4	9	3	5
4732414G09Rik	21	17	12	0	4	1
4732415M23Rik	55	50	41	26	10	39
4732418A04Rik	1	1	0	0	1	0
4732418C07Rik	5809	5450	3703	5085	5293	5113
4732419C18Rik	3	3	8	4	3	12
4732440D04Rik	10	3	6	2	9	8
4732444A12Rik	1	0	0	0	0	0
4732447D17Rik	0	0	0	5	1	7
4732456N10Rik	0	0	0	0	0	0
4732463B04Rik	0	0	0	0	0	0
4732465J04Rik	0	0	0	0	0	0
4732471D19Rik	944	773	610	1692	1696	1756
4732471J01Rik	0	2	0	0	1	0
4732487G21Rik	433	433	255	190	189	235
4732490B19Rik	2	1	0	0	0	2
4732491K20Rik	118	132	84	117	87	113
4831426I19Rik	35	36	21	57	51	44
4831440E17Rik	23	12	14	8	10	12
4832428D23Rik	1	1	2	0	1	0
4833403I15Rik	5	4	0	3	2	1
4833407H14Rik	0	1	2	1	4	0
4833412C05Rik	0	0	0	0	0	0
4833413E03Rik	1	3	0	1	0	0
4833417C18Rik	12	19	7	19	12	18
4833418N02Rik	124	104	47	39	26	44
4833418N17Rik	0	0	0	0	0	0
4833420G17Rik	3146	3310	2235	1661	1695	1691
4833422C13Rik	188	173	95	78	90	103
4833422F24Rik	2	5	2	2	2	4
4833422M21Rik	1	0	2	1	3	0
4833423E24Rik	0	0	0	0	0	0
4833424O15Rik	491	572	342	626	628	647
4833427F10Rik	0	1	0	1	1	0
4833427G06Rik	0	0	1	0	0	0
4833428L15Rik	2	1	4	0	1	0
4833439L19Rik	18405	18471	12051	14563	14962	15265
4833442J19Rik	184	175	136	93	81	99
4921501E09Rik	0	0	0	1	0	0
4921504A21Rik	15	7	7	2	6	28
4921504E06Rik	1	0	0	2	0	0
4921507G05Rik	5	3	3	6	7	4
4921507L20Rik	20	13	2	7	4	10
4921507P07Rik	33	19	23	24	19	10
4921508A21Rik	0	0	0	0	0	0
4921508D12Rik	0	0	0	0	0	0
4921508M14Rik	0	0	0	0	0	0
4921509A06Rik	6	1	2	3	2	2
4921509C19Rik	0	0	0	0	0	0
4921510H08Rik	0	0	0	0	0	0
4921511C20Rik	0	0	0	0	0	0
4921511H03Rik	0	0	0	0	0	0
4921511M17Rik	0	0	0	0	0	0
4921513D11Rik	0	1	0	1	0	1
4921513D23Rik	6735	6247	4278	4455	4080	4561
4921513I03Rik	0	0	0	1	0	0
4921514A10Rik	9	4	1	9	5	5
4921515J06Rik	8	5	6	11	4	8
4921517D21Rik	0	0	0	0	0	0
4921517D22Rik	0	0	0	0	0	0
4921517L17Rik	165	208	123	115	95	100
4921518J05Rik	15	18	11	8	16	16
4921518K17Rik	0	0	0	0	0	0
4921522H14Rik	1	0	0	0	0	1
4921522P10Rik	0	1	4	1	1	0
4921523A10Rik	8	0	3	6	5	8
4921524J17Rik	1013	936	663	992	1095	1047
4921524L21Rik	1	0	1	0	0	0
4921525B02Rik	4	3	0	0	2	4
4921528I01Rik	0	0	0	0	0	0
4921528I07Rik	0	0	0	0	0	0
4921528O07Rik	1	0	1	0	2	1
4921530D09Rik	27	42	27	29	25	28
4921530L18Rik	61	61	45	20	23	21
4921530L21Rik	1	0	0	0	0	0
4921531C22Rik	135	158	101	86	91	66
4921534H16Rik	0	0	0	0	0	0
4921536K21Rik	41	58	43	77	67	84
4921539E11Rik	0	0	0	0	0	0
4922501C03Rik	1546	1389	1062	1369	1199	1447
4922501L14Rik	113	137	67	396	418	408
4922502B01Rik	1143	1149	716	748	697	753
4922502D21Rik	0	1	3	0	1	1
4922505E12Rik	0	0	0	0	0	0
4922505G16Rik	41	29	19	20	11	35
4930401G09Rik	3	1	0	0	0	0
4930401O10Rik	1	0	0	0	0	0
4930401O12Rik	0	0	0	0	0	0
4930402F06Rik	1	1	0	0	0	2
4930402H24Rik	15201	13928	9427	3343	3131	3480
4930402K13Rik	0	0	0	0	0	0
4930403D09Rik	0	0	0	0	0	0
4930403L05Rik	0	0	0	0	0	0
4930403N07Rik	0	1	1	0	2	2
4930403O15Rik	0	0	0	0	1	0
4930404A10Rik	0	0	0	0	0	0
4930404H21Rik	0	0	0	0	0	0
4930404H24Rik	1	0	0	0	0	0
4930404I05Rik	19	16	9	13	11	19
4930404N11Rik	10	7	2	7	11	9
4930405A21Rik	13	6	6	15	8	5
4930405D11Rik	0	0	0	0	0	0
4930405H06Rik	0	0	0	0	0	0
4930405O22Rik	1	0	0	0	0	2
4930405P13Rik	2	0	3	2	1	2
4930406D18Rik	0	0	0	0	0	0
4930407G08Rik	0	0	0	0	0	0
4930407I10Rik	0	0	0	0	0	0
4930408F14Rik	0	0	0	0	0	0
4930408O17Rik	1	0	0	0	0	0
4930412B13Rik	0	0	0	0	0	0
4930412C18Rik	52	75	52	8	13	10
4930412D23Rik	0	0	0	0	0	0
4930412F09Rik	1	0	0	0	0	0
4930412F15Rik	31	50	22	18	15	27
4930412L05Rik	11	7	2	0	0	0
4930412M03Rik	8	6	13	2	1	2
4930412O13Rik	0	0	0	0	0	0
4930415F15Rik	6	3	1	1	0	4
4930415H17Rik	0	0	0	0	0	0
4930415L06Rik	0	0	0	0	0	0
4930415O20Rik	20	17	25	20	13	19
4930417G10Rik	41	45	46	16	39	56
4930417H01Rik	15	12	5	0	1	0
4930417O22Rik	0	0	0	0	0	0
4930418C01Rik	1	0	0	0	0	0
4930419G24Rik	0	0	1	0	0	1
4930420K17Rik	316	390	271	464	511	485
4930421P07Rik	0	0	0	0	0	1
4930422G04Rik	784	784	547	1959	1962	2277
4930423M02Rik	0	0	0	0	0	0
4930423O20Rik	0	0	0	0	1	0
4930425F17Rik	1	0	0	0	1	0
4930426D05Rik	0	0	0	0	0	0
4930426I24Rik	45	43	30	13	5	7
4930426L09Rik	70	70	42	17	9	23
4930427A07Rik	1486	1357	988	3072	3001	3161
4930428D18Rik	0	0	0	0	0	0
4930428E23Rik	5	1	1	0	1	0
4930428N03Rik	12	6	4	1	1	1
4930429B21Rik	93	64	50	62	70	70
4930429F24Rik	12	31	18	27	36	30
4930430A15Rik	0	0	0	0	0	0
4930430D24Rik	0	0	0	0	0	0
4930430E12Rik	3	1	2	0	0	1
4930430F08Rik	1290	1221	825	1246	1177	1263
4930430J20Rik	0	0	1	0	0	0
4930430O22Rik	0	1	0	0	0	1
4930431F12Rik	0	0	0	0	0	0
4930431P03Rik	0	0	0	0	0	0
4930432B10Rik	0	3	0	0	5	3
4930432E11Rik	1	0	1	0	0	0
4930432K09Rik	0	0	0	0	0	0
4930432K21Rik	296	303	194	153	160	147
4930432L08Rik	1	0	0	0	0	0
4930432M17Rik	0	0	0	0	0	0
4930433I11Rik	0	0	0	0	0	0
4930433N12Rik	0	0	0	0	0	0
4930435E12Rik	0	0	0	0	0	0
4930435H24Rik	0	0	0	1	1	3
4930438A08Rik	0	0	0	0	0	0
4930439A04Rik	0	0	0	0	0	0
4930440I19Rik	0	0	2	0	2	0
4930441J16Rik	0	0	0	0	0	0
4930441O14Rik	69	36	45	16	17	26
4930442H23Rik	78	91	43	60	94	64
4930442J19Rik	0	0	0	0	0	0
4930442L01Rik	0	0	0	0	0	0
4930443B20Rik	0	0	0	0	0	8
4930443G12Rik	2	1	0	1	2	3
4930443O20Rik	0	0	0	0	1	1
4930444A02Rik	2640	2643	1732	2215	2182	2185
4930444E06Rik	0	0	0	1	0	0
4930444G20Rik	0	0	0	0	0	0
4930444M15Rik	0	0	0	0	0	0
4930444P10Rik	13	11	3	4	6	3
4930445B16Rik	0	0	0	0	0	1
4930445N08Rik	0	0	0	0	0	0
4930447A16Rik	2	0	0	0	0	2
4930447C04Rik	30	14	6	3	1	0
4930447F04Rik	0	0	0	0	0	0
4930447M23Rik	1	0	0	0	1	1
4930448D08Rik	0	0	0	0	0	0
4930448E22Rik	0	0	0	0	0	0
4930448H16Rik	3	1	0	0	1	2
4930448K12Rik	1	0	0	3	2	1
4930448K20Rik	0	0	0	0	0	0
4930448N21Rik	39	23	18	8	15	16
4930449A18Rik	0	0	0	0	0	0
4930449E01Rik	0	0	0	0	0	0
4930449I24Rik	0	0	0	0	0	0
4930451C15Rik	66	69	71	4	7	6
4930451E10Rik	4	2	2	1	1	2
4930451G09Rik	91	79	69	25	19	22
4930451I11Rik	0	0	0	0	0	0
4930452B06Rik	536	548	336	970	992	927
4930452L02Rik	5	1	1	2	1	4
4930453H23Rik	0	0	0	0	0	0
4930453N24Rik	2668	2566	1824	2683	2895	3070
4930453O03Rik	0	0	0	0	0	0
4930455B14Rik	2	0	2	1	0	1
4930455C21Rik	1506	1625	1124	1945	1963	1938
4930455D15Rik	0	0	1	0	0	0
4930455F23Rik	1326	1299	836	900	801	910
4930455G09Rik	8	5	12	4	3	3
4930455H04Rik	0	0	0	0	1	0
4930456L15Rik	0	0	0	0	0	0
4930457A20Rik	0	0	0	0	0	0
4930458D05Rik	1	0	1	1	0	0
4930458L03Rik	0	0	0	0	0	0
4930461C15Rik	0	5	1	1	1	0
4930461G14Rik	0	0	0	0	0	0
4930463O16Rik	0	0	0	0	0	0
4930465A12Rik	0	0	0	0	0	0
4930465K10Rik	11	8	4	14	13	13
4930465M20Rik	0	0	0	0	0	0
4930466I24Rik	0	0	0	0	0	0
4930467D21Rik	0	0	0	0	0	0
4930467E23Rik	2	5	1	1	2	0
4930467K11Rik	1	0	1	1	2	4
4930468A15Rik	0	0	0	0	0	0
4930469B13Rik	0	0	0	0	0	0
4930469G21Rik	0	0	0	0	0	0
4930469K13Rik	0	0	0	0	0	0
4930470G03Rik	2	0	0	0	2	0
4930470P17Rik	0	0	0	0	0	0
4930471C04Rik	0	0	0	0	0	0
4930471C06Rik	0	0	0	0	0	0
4930471I20Rik	0	0	1	2	1	1
4930471M09Rik	1	0	4	1	1	0
